Data_Zone,Council_area,SMR
S01011197,North Ayrshire,160
S01011198,North Ayrshire,75
S01011199,North Ayrshire,97
S01011200,North Ayrshire,108
S01011201,North Ayrshire,90
S01011202,North Ayrshire,116
S01011203,North Ayrshire,86
S01011204,North Ayrshire,73
S01011205,North Ayrshire,17
S01011206,North Ayrshire,38
S01011207,North Ayrshire,80
S01011208,North Ayrshire,62
S01011209,North Ayrshire,85
S01011210,North Ayrshire,48
S01011211,North Ayrshire,65
S01011212,North Ayrshire,106
S01011213,North Ayrshire,146
S01011214,North Ayrshire,140
S01011215,North Ayrshire,191
S01011216,North Ayrshire,108
S01011217,North Ayrshire,137
S01011218,North Ayrshire,149
S01011219,North Ayrshire,121
S01011220,North Ayrshire,105
S01011221,North Ayrshire,71
S01011222,North Ayrshire,116
S01011223,North Ayrshire,122
S01011224,North Ayrshire,135
S01011225,North Ayrshire,115
S01011226,North Ayrshire,108
S01011227,North Ayrshire,149
S01011228,North Ayrshire,115
S01011229,North Ayrshire,154
S01011230,North Ayrshire,220
S01011231,North Ayrshire,103
S01011232,North Ayrshire,144
S01011233,North Ayrshire,177
S01011234,North Ayrshire,100
S01011235,North Ayrshire,166
S01011236,North Ayrshire,142
S01011237,North Ayrshire,174
S01011238,North Ayrshire,148
S01011239,North Ayrshire,147
S01011240,North Ayrshire,139
S01011241,North Ayrshire,131
S01011242,North Ayrshire,121
S01011243,North Ayrshire,105
S01011244,North Ayrshire,127
S01011245,North Ayrshire,164
S01011246,North Ayrshire,84
S01011247,North Ayrshire,112
S01011248,North Ayrshire,77
S01011249,North Ayrshire,70
S01011250,North Ayrshire,105
S01011251,North Ayrshire,142
S01011252,North Ayrshire,135
S01011253,North Ayrshire,194
S01011254,North Ayrshire,60
S01011255,North Ayrshire,60
S01011256,North Ayrshire,42
S01011257,North Ayrshire,50
S01011258,North Ayrshire,123
S01011259,North Ayrshire,89
S01011260,North Ayrshire,87
S01011261,North Ayrshire,154
S01011262,North Ayrshire,120
S01011263,North Ayrshire,188
S01011264,North Ayrshire,98
S01011265,North Ayrshire,99
S01011266,North Ayrshire,129
S01011267,North Ayrshire,71
S01011268,North Ayrshire,132
S01011269,North Ayrshire,93
S01011270,North Ayrshire,125
S01011271,North Ayrshire,172
S01011272,North Ayrshire,123
S01011273,North Ayrshire,67
S01011274,North Ayrshire,170
S01011275,North Ayrshire,182
S01011276,North Ayrshire,93
S01011277,North Ayrshire,74
S01011278,North Ayrshire,66
S01011279,North Ayrshire,88
S01011280,North Ayrshire,54
S01011281,North Ayrshire,69
S01011282,North Ayrshire,98
S01011283,North Ayrshire,65
S01011284,North Ayrshire,62
S01011285,North Ayrshire,113
S01011286,North Ayrshire,105
S01011287,North Ayrshire,131
S01011288,North Ayrshire,117
S01011289,North Ayrshire,116
S01011290,North Ayrshire,166
S01011291,North Ayrshire,114
S01011292,North Ayrshire,142
S01011293,North Ayrshire,111
S01011294,North Ayrshire,99
S01011295,North Ayrshire,85
S01011296,North Ayrshire,81
S01011297,North Ayrshire,102
S01011298,North Ayrshire,81
S01011299,North Ayrshire,94
S01011300,North Ayrshire,130
S01011301,North Ayrshire,67
S01011302,North Ayrshire,107
S01011303,North Ayrshire,94
S01011304,North Ayrshire,139
S01011305,North Ayrshire,99
S01011306,North Ayrshire,91
S01011307,North Ayrshire,58
S01011308,North Ayrshire,95
S01011309,North Ayrshire,45
S01011310,North Ayrshire,50
S01011311,North Ayrshire,71
S01011312,North Ayrshire,73
S01011313,North Ayrshire,75
S01011314,North Ayrshire,61
S01011315,North Ayrshire,91
S01011316,North Ayrshire,138
S01011317,North Ayrshire,99
S01011318,North Ayrshire,73
S01011319,North Ayrshire,87
S01011320,North Ayrshire,66
S01011321,North Ayrshire,93
S01011322,North Ayrshire,51
S01011323,North Ayrshire,173
S01011324,North Ayrshire,70
S01011325,North Ayrshire,121
S01011326,North Ayrshire,82
S01011327,North Ayrshire,105
S01011328,North Ayrshire,93
S01011329,North Ayrshire,73
S01011330,North Ayrshire,81
S01011331,North Ayrshire,62
S01011332,North Ayrshire,84
S01011333,North Ayrshire,64
S01011334,North Ayrshire,62
S01011335,North Ayrshire,59
S01011336,North Ayrshire,95
S01011337,North Ayrshire,82
S01011338,North Ayrshire,75
S01011339,North Ayrshire,79
S01011340,North Ayrshire,75
S01011341,North Ayrshire,110
S01011342,North Ayrshire,61
S01011343,North Ayrshire,162
S01011344,North Ayrshire,165
S01011345,North Ayrshire,122
S01011346,North Ayrshire,105
S01011347,North Ayrshire,103
S01011348,North Ayrshire,109
S01011349,North Ayrshire,53
S01011350,North Ayrshire,123
S01011351,North Ayrshire,120
S01011352,North Ayrshire,75
S01011353,North Ayrshire,151
S01011354,North Ayrshire,103
S01011355,North Ayrshire,99
S01011356,North Ayrshire,75
S01011357,North Lanarkshire,97
S01011358,North Lanarkshire,45
S01011359,North Lanarkshire,135
S01011360,North Lanarkshire,150
S01011361,North Lanarkshire,133
S01011362,North Lanarkshire,67
S01011363,North Lanarkshire,116
S01011364,North Lanarkshire,110
S01011365,North Lanarkshire,112
S01011366,North Lanarkshire,188
S01011367,North Lanarkshire,153
S01011368,North Lanarkshire,24
S01011369,North Lanarkshire,82
S01011370,North Lanarkshire,80
S01011371,North Lanarkshire,94
S01011372,North Lanarkshire,113
S01011373,North Lanarkshire,89
S01011374,North Lanarkshire,57
S01011375,North Lanarkshire,100
S01011376,North Lanarkshire,119
S01011377,North Lanarkshire,72
S01011378,North Lanarkshire,79
S01011379,North Lanarkshire,51
S01011380,North Lanarkshire,99
S01011381,North Lanarkshire,96
S01011382,North Lanarkshire,117
S01011383,North Lanarkshire,216
S01011384,North Lanarkshire,180
S01011385,North Lanarkshire,124
S01011386,North Lanarkshire,272
S01011387,North Lanarkshire,195
S01011388,North Lanarkshire,95
S01011389,North Lanarkshire,118
S01011390,North Lanarkshire,129
S01011391,North Lanarkshire,110
S01011392,North Lanarkshire,91
S01011393,North Lanarkshire,86
S01011394,North Lanarkshire,77
S01011395,North Lanarkshire,125
S01011396,North Lanarkshire,150
S01011397,North Lanarkshire,184
S01011398,North Lanarkshire,145
S01011399,North Lanarkshire,149
S01011400,North Lanarkshire,109
S01011401,North Lanarkshire,104
S01011402,North Lanarkshire,80
S01011403,North Lanarkshire,113
S01011404,North Lanarkshire,139
S01011405,North Lanarkshire,80
S01011406,North Lanarkshire,94
S01011407,North Lanarkshire,85
S01011408,North Lanarkshire,113
S01011409,North Lanarkshire,147
S01011410,North Lanarkshire,109
S01011411,North Lanarkshire,91
S01011412,North Lanarkshire,92
S01011413,North Lanarkshire,40
S01011414,North Lanarkshire,101
S01011415,North Lanarkshire,79
S01011416,North Lanarkshire,52
S01011417,North Lanarkshire,107
S01011418,North Lanarkshire,98
S01011419,North Lanarkshire,143
S01011420,North Lanarkshire,169
S01011421,North Lanarkshire,103
S01011422,North Lanarkshire,102
S01011423,North Lanarkshire,143
S01011424,North Lanarkshire,168
S01011425,North Lanarkshire,84
S01011426,North Lanarkshire,154
S01011427,North Lanarkshire,123
S01011428,North Lanarkshire,77
S01011429,North Lanarkshire,89
S01011430,North Lanarkshire,123
S01011431,North Lanarkshire,104
S01011432,North Lanarkshire,137
S01011433,North Lanarkshire,157
S01011434,North Lanarkshire,98
S01011435,North Lanarkshire,50
S01011436,North Lanarkshire,151
S01011437,North Lanarkshire,125
S01011438,North Lanarkshire,120
S01011439,North Lanarkshire,99
S01011440,North Lanarkshire,150
S01011441,North Lanarkshire,130
S01011442,North Lanarkshire,120
S01011443,North Lanarkshire,117
S01011444,North Lanarkshire,122
S01011445,North Lanarkshire,135
S01011446,North Lanarkshire,95
S01011447,North Lanarkshire,136
S01011448,North Lanarkshire,110
S01011449,North Lanarkshire,156
S01011450,North Lanarkshire,104
S01011451,North Lanarkshire,59
S01011452,North Lanarkshire,92
S01011453,North Lanarkshire,103
S01011454,North Lanarkshire,107
S01011455,North Lanarkshire,148
S01011456,North Lanarkshire,107
S01011457,North Lanarkshire,133
S01011458,North Lanarkshire,87
S01011459,North Lanarkshire,122
S01011460,North Lanarkshire,117
S01011461,North Lanarkshire,113
S01011462,North Lanarkshire,90
S01011463,North Lanarkshire,115
S01011464,North Lanarkshire,106
S01011465,North Lanarkshire,193
S01011466,North Lanarkshire,158
S01011467,North Lanarkshire,121
S01011468,North Lanarkshire,33
S01011469,North Lanarkshire,142
S01011470,North Lanarkshire,98
S01011471,North Lanarkshire,75
S01011472,North Lanarkshire,165
S01011473,North Lanarkshire,108
S01011474,North Lanarkshire,113
S01011475,North Lanarkshire,108
S01011476,North Lanarkshire,42
S01011477,North Lanarkshire,77
S01011478,North Lanarkshire,87
S01011479,North Lanarkshire,83
S01011480,North Lanarkshire,57
S01011481,North Lanarkshire,139
S01011482,North Lanarkshire,113
S01011483,North Lanarkshire,56
S01011484,North Lanarkshire,146
S01011485,North Lanarkshire,163
S01011486,North Lanarkshire,115
S01011487,North Lanarkshire,184
S01011488,North Lanarkshire,128
S01011489,North Lanarkshire,13
S01011490,North Lanarkshire,197
S01011491,North Lanarkshire,113
S01011492,North Lanarkshire,138
S01011493,North Lanarkshire,28
S01011494,North Lanarkshire,118
S01011495,North Lanarkshire,139
S01011496,North Lanarkshire,193
S01011497,North Lanarkshire,205
S01011498,North Lanarkshire,63
S01011499,North Lanarkshire,107
S01011500,North Lanarkshire,106
S01011501,North Lanarkshire,168
S01011502,North Lanarkshire,65
S01011503,North Lanarkshire,142
S01011504,North Lanarkshire,102
S01011505,North Lanarkshire,101
S01011506,North Lanarkshire,95
S01011507,North Lanarkshire,124
S01011508,North Lanarkshire,83
S01011509,North Lanarkshire,92
S01011510,North Lanarkshire,123
S01011511,North Lanarkshire,109
S01011512,North Lanarkshire,161
S01011513,North Lanarkshire,161
S01011514,North Lanarkshire,124
S01011515,North Lanarkshire,92
S01011516,North Lanarkshire,65
S01011517,North Lanarkshire,112
S01011518,North Lanarkshire,166
S01011519,North Lanarkshire,113
S01011520,North Lanarkshire,148
S01011521,North Lanarkshire,150
S01011522,North Lanarkshire,149
S01011523,North Lanarkshire,135
S01011524,North Lanarkshire,88
S01011525,North Lanarkshire,220
S01011526,North Lanarkshire,135
S01011527,North Lanarkshire,129
S01011528,North Lanarkshire,104
S01011529,North Lanarkshire,115
S01011530,North Lanarkshire,158
S01011531,North Lanarkshire,125
S01011532,North Lanarkshire,56
S01011533,North Lanarkshire,213
S01011534,North Lanarkshire,149
S01011535,North Lanarkshire,199
S01011536,North Lanarkshire,75
S01011537,North Lanarkshire,72
S01011538,North Lanarkshire,63
S01011539,North Lanarkshire,106
S01011540,North Lanarkshire,93
S01011541,North Lanarkshire,173
S01011542,North Lanarkshire,116
S01011543,North Lanarkshire,153
S01011544,North Lanarkshire,195
S01011545,North Lanarkshire,85
S01011546,North Lanarkshire,38
S01011547,North Lanarkshire,128
S01011548,North Lanarkshire,80
S01011549,North Lanarkshire,83
S01011550,North Lanarkshire,74
S01011551,North Lanarkshire,126
S01011552,North Lanarkshire,100
S01011553,North Lanarkshire,101
S01011554,North Lanarkshire,130
S01011555,North Lanarkshire,160
S01011556,North Lanarkshire,125
S01011557,North Lanarkshire,83
S01011558,North Lanarkshire,98
S01011559,North Lanarkshire,166
S01011560,North Lanarkshire,161
S01011561,North Lanarkshire,159
S01011562,North Lanarkshire,125
S01011563,North Lanarkshire,107
S01011564,North Lanarkshire,135
S01011565,North Lanarkshire,116
S01011566,North Lanarkshire,112
S01011567,North Lanarkshire,103
S01011568,North Lanarkshire,152
S01011569,North Lanarkshire,125
S01011570,North Lanarkshire,140
S01011571,North Lanarkshire,137
S01011572,North Lanarkshire,144
S01011573,North Lanarkshire,116
S01011574,North Lanarkshire,128
S01011575,North Lanarkshire,147
S01011576,North Lanarkshire,64
S01011577,North Lanarkshire,91
S01011578,North Lanarkshire,224
S01011579,North Lanarkshire,55
S01011580,North Lanarkshire,115
S01011581,North Lanarkshire,139
S01011582,North Lanarkshire,108
S01011583,North Lanarkshire,98
S01011584,North Lanarkshire,117
S01011585,North Lanarkshire,100
S01011586,North Lanarkshire,171
S01011587,North Lanarkshire,126
S01011588,North Lanarkshire,157
S01011589,North Lanarkshire,147
S01011590,North Lanarkshire,94
S01011591,North Lanarkshire,170
S01011592,North Lanarkshire,82
S01011593,North Lanarkshire,100
S01011594,North Lanarkshire,72
S01011595,North Lanarkshire,44
S01011596,North Lanarkshire,101
S01011597,North Lanarkshire,183
S01011598,North Lanarkshire,123
S01011599,North Lanarkshire,106
S01011600,North Lanarkshire,141
S01011601,North Lanarkshire,80
S01011602,North Lanarkshire,78
S01011603,North Lanarkshire,134
S01011604,North Lanarkshire,123
S01011605,North Lanarkshire,135
S01011606,North Lanarkshire,78
S01011607,North Lanarkshire,81
S01011608,North Lanarkshire,55
S01011609,North Lanarkshire,179
S01011610,North Lanarkshire,167
S01011611,North Lanarkshire,185
S01011612,North Lanarkshire,19
S01011613,North Lanarkshire,87
S01011614,North Lanarkshire,108
S01011615,North Lanarkshire,186
S01011616,North Lanarkshire,144
S01011617,North Lanarkshire,114
S01011618,North Lanarkshire,137
S01011619,North Lanarkshire,95
S01011620,North Lanarkshire,57
S01011621,North Lanarkshire,102
S01011622,North Lanarkshire,46
S01011623,North Lanarkshire,159
S01011624,North Lanarkshire,82
S01011625,North Lanarkshire,121
S01011626,North Lanarkshire,49
S01011627,North Lanarkshire,34
S01011628,North Lanarkshire,148
S01011629,North Lanarkshire,126
S01011630,North Lanarkshire,121
S01011631,North Lanarkshire,299
S01011632,North Lanarkshire,193
S01011633,North Lanarkshire,150
S01011634,North Lanarkshire,93
S01011635,North Lanarkshire,110
S01011636,North Lanarkshire,195
S01011637,North Lanarkshire,129
S01011638,North Lanarkshire,137
S01011639,North Lanarkshire,93
S01011640,North Lanarkshire,79
S01011641,North Lanarkshire,60
S01011642,North Lanarkshire,60
S01011643,North Lanarkshire,100
S01011644,North Lanarkshire,92
S01011645,North Lanarkshire,102
S01011646,North Lanarkshire,75
S01011647,North Lanarkshire,37
S01011648,North Lanarkshire,98
S01011649,North Lanarkshire,116
S01011650,North Lanarkshire,105
S01011651,North Lanarkshire,82
S01011652,North Lanarkshire,154
S01011653,North Lanarkshire,121
S01011654,North Lanarkshire,135
S01011655,North Lanarkshire,132
S01011656,North Lanarkshire,197
S01011657,North Lanarkshire,198
S01011658,North Lanarkshire,120
S01011659,North Lanarkshire,198
S01011660,North Lanarkshire,72
S01011661,North Lanarkshire,83
S01011662,North Lanarkshire,51
S01011663,North Lanarkshire,191
S01011664,North Lanarkshire,124
S01011665,North Lanarkshire,110
S01011666,North Lanarkshire,120
S01011667,North Lanarkshire,190
S01011668,North Lanarkshire,129
S01011669,North Lanarkshire,94
S01011670,North Lanarkshire,107
S01011671,North Lanarkshire,120
S01011672,North Lanarkshire,118
S01011673,North Lanarkshire,138
S01011674,North Lanarkshire,79
S01011675,North Lanarkshire,128
S01011676,North Lanarkshire,124
S01011677,North Lanarkshire,125
S01011678,North Lanarkshire,145
S01011679,North Lanarkshire,108
S01011680,North Lanarkshire,124
S01011681,North Lanarkshire,132
S01011682,North Lanarkshire,173
S01011683,North Lanarkshire,99
S01011684,North Lanarkshire,113
S01011685,North Lanarkshire,33
S01011686,North Lanarkshire,89
S01011687,North Lanarkshire,127
S01011688,North Lanarkshire,112
S01011689,North Lanarkshire,84
S01011690,North Lanarkshire,79
S01011691,North Lanarkshire,80
S01011692,North Lanarkshire,115
S01011693,North Lanarkshire,74
S01011694,North Lanarkshire,63
S01011695,North Lanarkshire,669
S01011696,North Lanarkshire,8
S01011697,North Lanarkshire,73
S01011698,North Lanarkshire,94
S01011699,North Lanarkshire,63
S01011700,North Lanarkshire,77
S01011701,North Lanarkshire,72
S01011702,North Lanarkshire,71
S01011703,North Lanarkshire,82
S01011704,North Lanarkshire,58
S01011705,North Lanarkshire,128
S01011706,North Lanarkshire,103
S01011707,North Lanarkshire,55
S01011708,North Lanarkshire,78
S01011709,North Lanarkshire,109
S01011710,North Lanarkshire,130
S01011711,North Lanarkshire,155
S01011712,North Lanarkshire,131
S01011713,North Lanarkshire,132
S01011714,North Lanarkshire,59
S01011715,North Lanarkshire,129
S01011716,North Lanarkshire,93
S01011717,North Lanarkshire,82
S01011718,North Lanarkshire,68
S01011719,North Lanarkshire,0
S01011720,North Lanarkshire,108
S01011721,North Lanarkshire,122
S01011722,North Lanarkshire,138
S01011723,North Lanarkshire,121
S01011724,North Lanarkshire,51
S01011725,North Lanarkshire,57
S01011726,North Lanarkshire,75
S01011727,North Lanarkshire,67
S01011728,North Lanarkshire,84
S01011729,North Lanarkshire,146
S01011730,North Lanarkshire,95
S01011731,North Lanarkshire,130
S01011732,North Lanarkshire,76
S01011733,North Lanarkshire,88
S01011734,North Lanarkshire,91
S01011735,North Lanarkshire,50
S01011736,North Lanarkshire,119
S01011737,North Lanarkshire,81
S01011738,North Lanarkshire,190
S01011739,North Lanarkshire,81
S01011740,North Lanarkshire,112
S01011741,North Lanarkshire,144
S01011742,North Lanarkshire,120
S01011743,North Lanarkshire,76
S01011744,North Lanarkshire,112
S01011745,North Lanarkshire,112
S01011746,North Lanarkshire,158
S01011747,North Lanarkshire,140
S01011748,North Lanarkshire,115
S01011749,North Lanarkshire,110
S01011750,North Lanarkshire,95
S01011751,North Lanarkshire,111
S01011752,North Lanarkshire,137
S01011753,North Lanarkshire,90
S01011754,North Lanarkshire,105
S01011755,North Lanarkshire,110
S01011756,North Lanarkshire,112
S01011757,North Lanarkshire,104
S01011758,North Lanarkshire,92
S01011759,North Lanarkshire,72
S01011760,North Lanarkshire,95
S01011761,North Lanarkshire,119
S01011762,North Lanarkshire,131
S01011763,North Lanarkshire,95
S01011764,North Lanarkshire,29
S01011765,North Lanarkshire,81
S01011766,North Lanarkshire,60
S01011767,North Lanarkshire,104
S01011768,North Lanarkshire,190
S01011769,North Lanarkshire,173
S01011770,North Lanarkshire,87
S01011771,North Lanarkshire,42
S01011772,North Lanarkshire,63
S01011773,North Lanarkshire,52
S01011774,North Lanarkshire,92
S01011775,North Lanarkshire,65
S01011776,North Lanarkshire,182
S01011777,North Lanarkshire,125
S01011778,North Lanarkshire,98
S01011779,North Lanarkshire,58
S01011780,North Lanarkshire,35
S01011781,North Lanarkshire,57
S01011782,North Lanarkshire,62
S01011783,North Lanarkshire,74
S01011784,North Lanarkshire,99
S01011785,North Lanarkshire,102
S01011786,North Lanarkshire,21
S01011787,North Lanarkshire,164
S01011788,North Lanarkshire,42
S01011789,North Lanarkshire,86
S01011790,North Lanarkshire,127
S01011791,North Lanarkshire,107
S01011792,North Lanarkshire,131
S01011793,North Lanarkshire,167
S01011794,North Lanarkshire,119
S01011795,North Lanarkshire,85
