Data_Zone,Council_area,SMR
S01011887,Perth and Kinross,89
S01011888,Perth and Kinross,106
S01011889,Perth and Kinross,115
S01011890,Perth and Kinross,78
S01011891,Perth and Kinross,91
S01011892,Perth and Kinross,49
S01011893,Perth and Kinross,74
S01011894,Perth and Kinross,102
S01011895,Perth and Kinross,74
S01011896,Perth and Kinross,65
S01011897,Perth and Kinross,58
S01011898,Perth and Kinross,148
S01011899,Perth and Kinross,70
S01011900,Perth and Kinross,55
S01011901,Perth and Kinross,39
S01011902,Perth and Kinross,61
S01011903,Perth and Kinross,83
S01011904,Perth and Kinross,120
S01011905,Perth and Kinross,111
S01011906,Perth and Kinross,88
S01011907,Perth and Kinross,56
S01011908,Perth and Kinross,70
S01011909,Perth and Kinross,44
S01011910,Perth and Kinross,81
S01011911,Perth and Kinross,96
S01011912,Perth and Kinross,125
S01011913,Perth and Kinross,126
S01011914,Perth and Kinross,91
S01011915,Perth and Kinross,107
S01011916,Perth and Kinross,118
S01011917,Perth and Kinross,60
S01011918,Perth and Kinross,144
S01011919,Perth and Kinross,84
S01011920,Perth and Kinross,97
S01011921,Perth and Kinross,102
S01011922,Perth and Kinross,92
S01011923,Perth and Kinross,162
S01011924,Perth and Kinross,87
S01011925,Perth and Kinross,61
S01011926,Perth and Kinross,148
S01011927,Perth and Kinross,125
S01011928,Perth and Kinross,100
S01011929,Perth and Kinross,139
S01011930,Perth and Kinross,127
S01011931,Perth and Kinross,179
S01011932,Perth and Kinross,93
S01011933,Perth and Kinross,145
S01011934,Perth and Kinross,102
S01011935,Perth and Kinross,104
S01011936,Perth and Kinross,154
S01011937,Perth and Kinross,67
S01011938,Perth and Kinross,44
S01011939,Perth and Kinross,125
S01011940,Perth and Kinross,151
S01011941,Perth and Kinross,57
S01011942,Perth and Kinross,94
S01011943,Perth and Kinross,116
S01011944,Perth and Kinross,61
S01011945,Perth and Kinross,78
S01011946,Perth and Kinross,76
S01011947,Perth and Kinross,72
S01011948,Perth and Kinross,95
S01011949,Perth and Kinross,69
S01011950,Perth and Kinross,122
S01011951,Perth and Kinross,74
S01011952,Perth and Kinross,32
S01011953,Perth and Kinross,54
S01011954,Perth and Kinross,82
S01011955,Perth and Kinross,86
S01011956,Perth and Kinross,56
S01011957,Perth and Kinross,89
S01011958,Perth and Kinross,69
S01011959,Perth and Kinross,67
S01011960,Perth and Kinross,66
S01011961,Perth and Kinross,67
S01011962,Perth and Kinross,42
S01011963,Perth and Kinross,90
S01011964,Perth and Kinross,87
S01011965,Perth and Kinross,72
S01011966,Perth and Kinross,76
S01011967,Perth and Kinross,52
S01011968,Perth and Kinross,68
S01011969,Perth and Kinross,74
S01011970,Perth and Kinross,116
S01011971,Perth and Kinross,63
S01011972,Perth and Kinross,59
S01011973,Perth and Kinross,103
S01011974,Perth and Kinross,104
S01011975,Perth and Kinross,63
S01011976,Perth and Kinross,56
S01011977,Perth and Kinross,65
S01011978,Perth and Kinross,82
S01011979,Perth and Kinross,132
S01011980,Perth and Kinross,124
S01011981,Perth and Kinross,72
S01011982,Perth and Kinross,70
S01011983,Perth and Kinross,81
S01011984,Perth and Kinross,101
S01011985,Perth and Kinross,152
S01011986,Perth and Kinross,116
S01011987,Perth and Kinross,72
S01011988,Perth and Kinross,95
S01011989,Perth and Kinross,62
S01011990,Perth and Kinross,72
S01011991,Perth and Kinross,139
S01011992,Perth and Kinross,84
S01011993,Perth and Kinross,123
S01011994,Perth and Kinross,92
S01011995,Perth and Kinross,58
S01011996,Perth and Kinross,55
S01011997,Perth and Kinross,80
S01011998,Perth and Kinross,53
S01011999,Perth and Kinross,110
S01012000,Perth and Kinross,27
S01012001,Perth and Kinross,72
S01012002,Perth and Kinross,132
S01012003,Perth and Kinross,73
S01012004,Perth and Kinross,85
S01012005,Perth and Kinross,71
S01012006,Perth and Kinross,57
S01012007,Perth and Kinross,82
S01012008,Perth and Kinross,81
S01012009,Perth and Kinross,57
S01012010,Perth and Kinross,94
S01012011,Perth and Kinross,71
S01012012,Perth and Kinross,57
S01012013,Perth and Kinross,50
S01012014,Perth and Kinross,104
S01012015,Perth and Kinross,68
S01012016,Perth and Kinross,74
S01012017,Perth and Kinross,49
S01012018,Perth and Kinross,38
S01012019,Renfrewshire,68
S01012020,Renfrewshire,106
S01012021,Renfrewshire,42
S01012022,Renfrewshire,68
S01012023,Renfrewshire,63
S01012024,Renfrewshire,57
S01012025,Renfrewshire,78
S01012026,Renfrewshire,30
S01012027,Renfrewshire,185
S01012028,Renfrewshire,76
S01012029,Renfrewshire,166
S01012030,Renfrewshire,53
S01012031,Renfrewshire,69
S01012032,Renfrewshire,75
S01012033,Renfrewshire,94
S01012034,Renfrewshire,111
S01012035,Renfrewshire,76
S01012036,Renfrewshire,53
S01012037,Renfrewshire,129
S01012038,Renfrewshire,206
S01012039,Renfrewshire,95
S01012040,Renfrewshire,72
S01012041,Renfrewshire,107
S01012042,Renfrewshire,121
S01012043,Renfrewshire,128
S01012044,Renfrewshire,125
S01012045,Renfrewshire,101
S01012046,Renfrewshire,138
S01012047,Renfrewshire,126
S01012048,Renfrewshire,174
S01012049,Renfrewshire,117
S01012050,Renfrewshire,108
S01012051,Renfrewshire,113
S01012052,Renfrewshire,97
S01012053,Renfrewshire,101
S01012054,Renfrewshire,165
S01012055,Renfrewshire,106
S01012056,Renfrewshire,118
S01012057,Renfrewshire,127
S01012058,Renfrewshire,79
S01012059,Renfrewshire,106
S01012060,Renfrewshire,98
S01012061,Renfrewshire,92
S01012062,Renfrewshire,94
S01012063,Renfrewshire,41
S01012064,Renfrewshire,184
S01012065,Renfrewshire,74
S01012066,Renfrewshire,159
S01012067,Renfrewshire,147
S01012068,Renfrewshire,229
S01012069,Renfrewshire,174
S01012070,Renfrewshire,182
S01012071,Renfrewshire,114
S01012072,Renfrewshire,136
S01012073,Renfrewshire,124
S01012074,Renfrewshire,81
S01012075,Renfrewshire,57
S01012076,Renfrewshire,589
S01012077,Renfrewshire,107
S01012078,Renfrewshire,21
S01012079,Renfrewshire,172
S01012080,Renfrewshire,79
S01012081,Renfrewshire,147
S01012082,Renfrewshire,144
S01012083,Renfrewshire,150
S01012084,Renfrewshire,72
S01012085,Renfrewshire,106
S01012086,Renfrewshire,130
S01012087,Renfrewshire,107
S01012088,Renfrewshire,136
S01012089,Renfrewshire,38
S01012090,Renfrewshire,57
S01012091,Renfrewshire,90
S01012092,Renfrewshire,33
S01012093,Renfrewshire,64
S01012094,Renfrewshire,99
S01012095,Renfrewshire,189
S01012096,Renfrewshire,121
S01012097,Renfrewshire,133
S01012098,Renfrewshire,93
S01012099,Renfrewshire,181
S01012100,Renfrewshire,129
S01012101,Renfrewshire,75
S01012102,Renfrewshire,80
S01012103,Renfrewshire,98
S01012104,Renfrewshire,68
S01012105,Renfrewshire,66
S01012106,Renfrewshire,84
S01012107,Renfrewshire,175
S01012108,Renfrewshire,109
S01012109,Renfrewshire,122
S01012110,Renfrewshire,112
S01012111,Renfrewshire,157
S01012112,Renfrewshire,86
S01012113,Renfrewshire,99
S01012114,Renfrewshire,65
S01012115,Renfrewshire,88
S01012116,Renfrewshire,72
S01012117,Renfrewshire,36
S01012118,Renfrewshire,52
S01012119,Renfrewshire,66
S01012120,Renfrewshire,113
S01012121,Renfrewshire,153
S01012122,Renfrewshire,118
S01012123,Renfrewshire,55
S01012124,Renfrewshire,122
S01012125,Renfrewshire,109
S01012126,Renfrewshire,198
S01012127,Renfrewshire,110
S01012128,Renfrewshire,123
S01012129,Renfrewshire,147
S01012130,Renfrewshire,143
S01012131,Renfrewshire,156
S01012132,Renfrewshire,115
S01012133,Renfrewshire,113
S01012134,Renfrewshire,89
S01012135,Renfrewshire,199
S01012136,Renfrewshire,206
S01012137,Renfrewshire,90
S01012138,Renfrewshire,140
S01012139,Renfrewshire,110
S01012140,Renfrewshire,93
S01012141,Renfrewshire,42
S01012142,Renfrewshire,53
S01012143,Renfrewshire,63
S01012144,Renfrewshire,87
S01012145,Renfrewshire,57
S01012146,Renfrewshire,112
S01012147,Renfrewshire,160
S01012148,Renfrewshire,154
S01012149,Renfrewshire,171
S01012150,Renfrewshire,132
S01012151,Renfrewshire,101
S01012152,Renfrewshire,117
S01012153,Renfrewshire,192
S01012154,Renfrewshire,140
S01012155,Renfrewshire,135
S01012156,Renfrewshire,192
S01012157,Renfrewshire,121
S01012158,Renfrewshire,91
S01012159,Renfrewshire,56
S01012160,Renfrewshire,69
S01012161,Renfrewshire,59
S01012162,Renfrewshire,205
S01012163,Renfrewshire,129
S01012164,Renfrewshire,41
S01012165,Renfrewshire,159
S01012166,Renfrewshire,144
S01012167,Renfrewshire,96
S01012168,Renfrewshire,57
S01012169,Renfrewshire,104
S01012170,Renfrewshire,115
S01012171,Renfrewshire,235
S01012172,Renfrewshire,110
S01012173,Renfrewshire,46
S01012174,Renfrewshire,56
S01012175,Renfrewshire,86
S01012176,Renfrewshire,40
S01012177,Renfrewshire,34
S01012178,Renfrewshire,62
S01012179,Renfrewshire,90
S01012180,Renfrewshire,137
S01012181,Renfrewshire,98
S01012182,Renfrewshire,75
S01012183,Renfrewshire,102
S01012184,Renfrewshire,68
S01012185,Renfrewshire,159
S01012186,Renfrewshire,114
S01012187,Renfrewshire,76
S01012188,Renfrewshire,164
S01012189,Renfrewshire,75
S01012190,Renfrewshire,60
S01012191,Renfrewshire,58
S01012192,Renfrewshire,77
S01012193,Renfrewshire,89
S01012194,Renfrewshire,70
S01012195,Renfrewshire,86
S01012196,Renfrewshire,73
S01012197,Renfrewshire,97
S01012198,Renfrewshire,146
S01012199,Renfrewshire,109
S01012200,Renfrewshire,58
S01012201,Renfrewshire,87
S01012202,Renfrewshire,80
S01012203,Renfrewshire,59
S01012204,Renfrewshire,97
S01012205,Renfrewshire,40
S01012206,Renfrewshire,33
S01012207,Renfrewshire,104
S01012208,Renfrewshire,94
S01012209,Renfrewshire,100
S01012210,Renfrewshire,100
S01012211,Renfrewshire,111
S01012212,Renfrewshire,47
S01012213,Renfrewshire,59
S01012214,Renfrewshire,52
S01012215,Renfrewshire,58
S01012216,Renfrewshire,79
S01012217,Renfrewshire,174
S01012218,Renfrewshire,108
S01012219,Renfrewshire,101
S01012220,Renfrewshire,118
S01012221,Renfrewshire,135
S01012222,Renfrewshire,74
S01012223,Renfrewshire,136
S01012224,Renfrewshire,101
S01012225,Renfrewshire,122
S01012226,Renfrewshire,86
S01012227,Renfrewshire,79
S01012228,Renfrewshire,96
S01012229,Renfrewshire,84
S01012230,Renfrewshire,29
S01012231,Renfrewshire,54
S01012232,Renfrewshire,53
S01012233,Renfrewshire,71
S01012234,Renfrewshire,54
S01012235,Renfrewshire,68
S01012236,Renfrewshire,99
S01012237,Renfrewshire,50
S01012238,Renfrewshire,88
S01012239,Renfrewshire,143
S01012240,Renfrewshire,83
S01012241,Renfrewshire,15
S01012242,Renfrewshire,91
S01012243,Renfrewshire,32
S01012244,Scottish Borders,47
S01012245,Scottish Borders,83
S01012246,Scottish Borders,54
S01012247,Scottish Borders,111
S01012248,Scottish Borders,57
S01012249,Scottish Borders,87
S01012250,Scottish Borders,74
S01012251,Scottish Borders,93
S01012252,Scottish Borders,127
S01012253,Scottish Borders,108
S01012254,Scottish Borders,77
S01012255,Scottish Borders,84
S01012256,Scottish Borders,76
S01012257,Scottish Borders,55
S01012258,Scottish Borders,65
S01012259,Scottish Borders,46
S01012260,Scottish Borders,92
S01012261,Scottish Borders,30
S01012262,Scottish Borders,77
S01012263,Scottish Borders,49
S01012264,Scottish Borders,81
S01012265,Scottish Borders,59
S01012266,Scottish Borders,92
S01012267,Scottish Borders,83
S01012268,Scottish Borders,59
S01012269,Scottish Borders,80
S01012270,Scottish Borders,96
S01012271,Scottish Borders,41
S01012272,Scottish Borders,59
S01012273,Scottish Borders,41
S01012274,Scottish Borders,106
S01012275,Scottish Borders,115
S01012276,Scottish Borders,125
S01012277,Scottish Borders,88
S01012278,Scottish Borders,140
S01012279,Scottish Borders,94
S01012280,Scottish Borders,82
S01012281,Scottish Borders,122
S01012282,Scottish Borders,101
S01012283,Scottish Borders,98
S01012284,Scottish Borders,102
S01012285,Scottish Borders,85
S01012286,Scottish Borders,127
S01012287,Scottish Borders,126
S01012288,Scottish Borders,106
S01012289,Scottish Borders,53
S01012290,Scottish Borders,76
S01012291,Scottish Borders,54
S01012292,Scottish Borders,102
S01012293,Scottish Borders,76
S01012294,Scottish Borders,71
S01012295,Scottish Borders,165
S01012296,Scottish Borders,86
S01012297,Scottish Borders,97
S01012298,Scottish Borders,85
S01012299,Scottish Borders,47
S01012300,Scottish Borders,118
S01012301,Scottish Borders,67
S01012302,Scottish Borders,69
S01012303,Scottish Borders,47
S01012304,Scottish Borders,60
S01012305,Scottish Borders,86
S01012306,Scottish Borders,107
S01012307,Scottish Borders,108
S01012308,Scottish Borders,56
S01012309,Scottish Borders,85
S01012310,Scottish Borders,78
S01012311,Scottish Borders,75
S01012312,Scottish Borders,64
S01012313,Scottish Borders,73
S01012314,Scottish Borders,80
S01012315,Scottish Borders,105
S01012316,Scottish Borders,114
S01012317,Scottish Borders,74
S01012318,Scottish Borders,99
S01012319,Scottish Borders,59
S01012320,Scottish Borders,116
S01012321,Scottish Borders,79
S01012322,Scottish Borders,78
S01012323,Scottish Borders,67
S01012324,Scottish Borders,108
S01012325,Scottish Borders,69
S01012326,Scottish Borders,101
S01012327,Scottish Borders,71
S01012328,Scottish Borders,72
S01012329,Scottish Borders,74
S01012330,Scottish Borders,78
S01012331,Scottish Borders,65
S01012332,Scottish Borders,76
S01012333,Scottish Borders,58
S01012334,Scottish Borders,84
S01012335,Scottish Borders,83
S01012336,Scottish Borders,73
S01012337,Scottish Borders,84
S01012338,Scottish Borders,100
S01012339,Scottish Borders,73
S01012340,Scottish Borders,60
S01012341,Scottish Borders,63
S01012342,Scottish Borders,132
S01012343,Scottish Borders,51
S01012344,Scottish Borders,75
S01012345,Scottish Borders,74
S01012346,Scottish Borders,105
S01012347,Scottish Borders,96
S01012348,Scottish Borders,79
S01012349,Scottish Borders,95
S01012350,Scottish Borders,78
S01012351,Scottish Borders,99
S01012352,Scottish Borders,114
S01012353,Scottish Borders,91
S01012354,Scottish Borders,70
S01012355,Scottish Borders,71
S01012356,Scottish Borders,58
S01012357,Scottish Borders,119
S01012358,Scottish Borders,99
S01012359,Scottish Borders,96
S01012360,Scottish Borders,149
S01012361,Scottish Borders,80
S01012362,Scottish Borders,160
S01012363,Scottish Borders,134
S01012364,Scottish Borders,87
S01012365,Scottish Borders,80
S01012366,Scottish Borders,95
S01012367,Scottish Borders,88
S01012368,Scottish Borders,94
S01012369,Scottish Borders,73
S01012370,Scottish Borders,83
S01012371,Scottish Borders,140
S01012372,Scottish Borders,93
S01012373,Scottish Borders,75
S01012374,Scottish Borders,87
S01012375,Scottish Borders,89
S01012376,Scottish Borders,52
S01012377,Scottish Borders,177
S01012378,Scottish Borders,52
S01012379,Scottish Borders,64
S01012380,Scottish Borders,80
S01012381,Scottish Borders,86
S01012382,Scottish Borders,56
S01012383,Scottish Borders,94
S01012384,Scottish Borders,96
S01012385,Scottish Borders,72
S01012386,Scottish Borders,140
S01012387,Shetland Islands,85
S01012388,Shetland Islands,127
S01012389,Shetland Islands,71
S01012390,Shetland Islands,106
S01012391,Shetland Islands,75
S01012392,Shetland Islands,76
S01012393,Shetland Islands,115
S01012394,Shetland Islands,102
S01012395,Shetland Islands,78
S01012396,Shetland Islands,72
S01012397,Shetland Islands,74
S01012398,Shetland Islands,124
S01012399,Shetland Islands,77
S01012400,Shetland Islands,122
S01012401,Shetland Islands,96
S01012402,Shetland Islands,123
S01012403,Shetland Islands,101
S01012404,Shetland Islands,104
S01012405,Shetland Islands,85
S01012406,Shetland Islands,41
S01012407,Shetland Islands,95
S01012408,Shetland Islands,84
S01012409,Shetland Islands,91
S01012410,Shetland Islands,122
S01012411,Shetland Islands,73
S01012412,Shetland Islands,74
S01012413,Shetland Islands,101
S01012414,Shetland Islands,102
S01012415,Shetland Islands,70
S01012416,Shetland Islands,77
S01012417,South Ayrshire,88
S01012418,South Ayrshire,95
S01012419,South Ayrshire,114
S01012420,South Ayrshire,89
S01012421,South Ayrshire,106
S01012422,South Ayrshire,73
S01012423,South Ayrshire,85
S01012424,South Ayrshire,102
S01012425,South Ayrshire,144
S01012426,South Ayrshire,72
S01012427,South Ayrshire,90
S01012428,South Ayrshire,101
S01012429,South Ayrshire,95
S01012430,South Ayrshire,74
S01012431,South Ayrshire,119
S01012432,South Ayrshire,108
S01012433,South Ayrshire,88
S01012434,South Ayrshire,100
S01012435,South Ayrshire,145
S01012436,South Ayrshire,105
S01012437,South Ayrshire,107
S01012438,South Ayrshire,56
S01012439,South Ayrshire,142
S01012440,South Ayrshire,62
S01012441,South Ayrshire,59
S01012442,South Ayrshire,83
S01012443,South Ayrshire,75
S01012444,South Ayrshire,136
S01012445,South Ayrshire,80
S01012446,South Ayrshire,124
S01012447,South Ayrshire,80
S01012448,South Ayrshire,71
S01012449,South Ayrshire,148
S01012450,South Ayrshire,69
S01012451,South Ayrshire,91
S01012452,South Ayrshire,83
S01012453,South Ayrshire,97
S01012454,South Ayrshire,64
S01012455,South Ayrshire,65
S01012456,South Ayrshire,113
S01012457,South Ayrshire,44
S01012458,South Ayrshire,54
S01012459,South Ayrshire,96
S01012460,South Ayrshire,75
S01012461,South Ayrshire,123
S01012462,South Ayrshire,107
S01012463,South Ayrshire,133
S01012464,South Ayrshire,85
S01012465,South Ayrshire,63
S01012466,South Ayrshire,80
S01012467,South Ayrshire,82
S01012468,South Ayrshire,98
S01012469,South Ayrshire,67
S01012470,South Ayrshire,110
S01012471,South Ayrshire,68
S01012472,South Ayrshire,60
S01012473,South Ayrshire,62
S01012474,South Ayrshire,98
S01012475,South Ayrshire,74
S01012476,South Ayrshire,80
S01012477,South Ayrshire,76
S01012478,South Ayrshire,104
S01012479,South Ayrshire,37
S01012480,South Ayrshire,136
S01012481,South Ayrshire,106
S01012482,South Ayrshire,83
S01012483,South Ayrshire,114
S01012484,South Ayrshire,124
S01012485,South Ayrshire,127
S01012486,South Ayrshire,126
S01012487,South Ayrshire,91
S01012488,South Ayrshire,100
S01012489,South Ayrshire,107
S01012490,South Ayrshire,148
S01012491,South Ayrshire,175
S01012492,South Ayrshire,123
S01012493,South Ayrshire,105
S01012494,South Ayrshire,82
S01012495,South Ayrshire,94
S01012496,South Ayrshire,129
S01012497,South Ayrshire,143
S01012498,South Ayrshire,175
S01012499,South Ayrshire,159
S01012500,South Ayrshire,97
S01012501,South Ayrshire,161
S01012502,South Ayrshire,150
S01012503,South Ayrshire,126
S01012504,South Ayrshire,119
S01012505,South Ayrshire,107
S01012506,South Ayrshire,111
S01012507,South Ayrshire,119
S01012508,South Ayrshire,106
S01012509,South Ayrshire,63
S01012510,South Ayrshire,47
S01012511,South Ayrshire,93
S01012512,South Ayrshire,59
S01012513,South Ayrshire,56
S01012514,South Ayrshire,88
S01012515,South Ayrshire,131
S01012516,South Ayrshire,92
S01012517,South Ayrshire,108
S01012518,South Ayrshire,85
S01012519,South Ayrshire,92
S01012520,South Ayrshire,104
S01012521,South Ayrshire,113
S01012522,South Ayrshire,72
S01012523,South Ayrshire,88
S01012524,South Ayrshire,79
S01012525,South Ayrshire,75
S01012526,South Ayrshire,49
S01012527,South Ayrshire,103
S01012528,South Ayrshire,118
S01012529,South Ayrshire,132
S01012530,South Ayrshire,83
S01012531,South Ayrshire,79
S01012532,South Ayrshire,84
S01012533,South Ayrshire,83
S01012534,South Ayrshire,115
S01012535,South Ayrshire,146
S01012536,South Ayrshire,98
S01012537,South Ayrshire,82
S01012538,South Ayrshire,169
S01012539,South Ayrshire,68
S01012540,South Ayrshire,144
S01012541,South Ayrshire,105
S01012542,South Ayrshire,121
S01012543,South Ayrshire,112
S01012544,South Ayrshire,162
S01012545,South Ayrshire,137
S01012546,South Ayrshire,113
S01012547,South Ayrshire,90
S01012548,South Ayrshire,62
S01012549,South Ayrshire,102
S01012550,South Ayrshire,105
S01012551,South Ayrshire,54
S01012552,South Ayrshire,69
S01012553,South Ayrshire,79
S01012554,South Ayrshire,75
S01012555,South Ayrshire,54
S01012556,South Ayrshire,49
S01012557,South Ayrshire,59
S01012558,South Ayrshire,104
S01012559,South Ayrshire,106
S01012560,South Ayrshire,93
S01012561,South Ayrshire,110
S01012562,South Ayrshire,82
S01012563,South Ayrshire,54
S01012564,South Ayrshire,67
S01012565,South Ayrshire,99
S01012566,South Ayrshire,65
S01012567,South Ayrshire,122
S01012568,South Ayrshire,56
S01012569,South Ayrshire,109
S01012570,South Lanarkshire,92
S01012571,South Lanarkshire,104
S01012572,South Lanarkshire,131
S01012573,South Lanarkshire,86
S01012574,South Lanarkshire,64
S01012575,South Lanarkshire,64
S01012576,South Lanarkshire,59
S01012577,South Lanarkshire,75
S01012578,South Lanarkshire,106
S01012579,South Lanarkshire,81
S01012580,South Lanarkshire,55
S01012581,South Lanarkshire,103
S01012582,South Lanarkshire,113
S01012583,South Lanarkshire,142
S01012584,South Lanarkshire,80
S01012585,South Lanarkshire,115
S01012586,South Lanarkshire,57
S01012587,South Lanarkshire,96
S01012588,South Lanarkshire,80
S01012589,South Lanarkshire,112
S01012590,South Lanarkshire,106
S01012591,South Lanarkshire,105
S01012592,South Lanarkshire,68
S01012593,South Lanarkshire,83
S01012594,South Lanarkshire,140
S01012595,South Lanarkshire,120
S01012596,South Lanarkshire,83
S01012597,South Lanarkshire,95
S01012598,South Lanarkshire,68
S01012599,South Lanarkshire,85
S01012600,South Lanarkshire,73
S01012601,South Lanarkshire,88
S01012602,South Lanarkshire,160
S01012603,South Lanarkshire,137
S01012604,South Lanarkshire,89
S01012605,South Lanarkshire,96
S01012606,South Lanarkshire,52
S01012607,South Lanarkshire,83
S01012608,South Lanarkshire,103
S01012609,South Lanarkshire,85
S01012610,South Lanarkshire,117
S01012611,South Lanarkshire,80
S01012612,South Lanarkshire,127
S01012613,South Lanarkshire,90
S01012614,South Lanarkshire,123
S01012615,South Lanarkshire,48
S01012616,South Lanarkshire,115
S01012617,South Lanarkshire,92
S01012618,South Lanarkshire,78
S01012619,South Lanarkshire,84
S01012620,South Lanarkshire,72
S01012621,South Lanarkshire,65
S01012622,South Lanarkshire,91
S01012623,South Lanarkshire,89
S01012624,South Lanarkshire,89
S01012625,South Lanarkshire,129
S01012626,South Lanarkshire,72
S01012627,South Lanarkshire,144
S01012628,South Lanarkshire,216
S01012629,South Lanarkshire,75
S01012630,South Lanarkshire,96
S01012631,South Lanarkshire,97
S01012632,South Lanarkshire,62
S01012633,South Lanarkshire,64
S01012634,South Lanarkshire,65
S01012635,South Lanarkshire,58
S01012636,South Lanarkshire,101
S01012637,South Lanarkshire,110
S01012638,South Lanarkshire,88
S01012639,South Lanarkshire,69
S01012640,South Lanarkshire,105
S01012641,South Lanarkshire,77
S01012642,South Lanarkshire,147
S01012643,South Lanarkshire,93
S01012644,South Lanarkshire,79
S01012645,South Lanarkshire,118
S01012646,South Lanarkshire,58
S01012647,South Lanarkshire,95
S01012648,South Lanarkshire,149
S01012649,South Lanarkshire,88
S01012650,South Lanarkshire,87
S01012651,South Lanarkshire,91
S01012652,South Lanarkshire,81
S01012653,South Lanarkshire,121
S01012654,South Lanarkshire,58
S01012655,South Lanarkshire,173
S01012656,South Lanarkshire,110
S01012657,South Lanarkshire,111
S01012658,South Lanarkshire,64
S01012659,South Lanarkshire,52
S01012660,South Lanarkshire,136
S01012661,South Lanarkshire,110
S01012662,South Lanarkshire,90
S01012663,South Lanarkshire,70
S01012664,South Lanarkshire,109
S01012665,South Lanarkshire,135
S01012666,South Lanarkshire,121
S01012667,South Lanarkshire,165
S01012668,South Lanarkshire,98
S01012669,South Lanarkshire,62
S01012670,South Lanarkshire,70
S01012671,South Lanarkshire,123
S01012672,South Lanarkshire,170
S01012673,South Lanarkshire,141
S01012674,South Lanarkshire,102
S01012675,South Lanarkshire,162
S01012676,South Lanarkshire,114
S01012677,South Lanarkshire,93
S01012678,South Lanarkshire,174
S01012679,South Lanarkshire,114
S01012680,South Lanarkshire,111
S01012681,South Lanarkshire,86
S01012682,South Lanarkshire,154
S01012683,South Lanarkshire,107
S01012684,South Lanarkshire,165
S01012685,South Lanarkshire,108
S01012686,South Lanarkshire,91
S01012687,South Lanarkshire,52
S01012688,South Lanarkshire,103
S01012689,South Lanarkshire,55
S01012690,South Lanarkshire,74
S01012691,South Lanarkshire,65
S01012692,South Lanarkshire,129
S01012693,South Lanarkshire,64
S01012694,South Lanarkshire,115
S01012695,South Lanarkshire,303
S01012696,South Lanarkshire,76
S01012697,South Lanarkshire,88
S01012698,South Lanarkshire,80
S01012699,South Lanarkshire,94
S01012700,South Lanarkshire,91
S01012701,South Lanarkshire,41
S01012702,South Lanarkshire,102
S01012703,South Lanarkshire,94
S01012704,South Lanarkshire,127
S01012705,South Lanarkshire,93
S01012706,South Lanarkshire,69
S01012707,South Lanarkshire,37
S01012708,South Lanarkshire,127
S01012709,South Lanarkshire,109
S01012710,South Lanarkshire,123
S01012711,South Lanarkshire,189
S01012712,South Lanarkshire,64
S01012713,South Lanarkshire,62
S01012714,South Lanarkshire,58
S01012715,South Lanarkshire,99
S01012716,South Lanarkshire,106
S01012717,South Lanarkshire,86
S01012718,South Lanarkshire,120
S01012719,South Lanarkshire,84
S01012720,South Lanarkshire,97
S01012721,South Lanarkshire,103
S01012722,South Lanarkshire,147
S01012723,South Lanarkshire,90
S01012724,South Lanarkshire,120
S01012725,South Lanarkshire,104
S01012726,South Lanarkshire,80
S01012727,South Lanarkshire,158
S01012728,South Lanarkshire,197
S01012729,South Lanarkshire,96
S01012730,South Lanarkshire,109
S01012731,South Lanarkshire,120
S01012732,South Lanarkshire,115
S01012733,South Lanarkshire,41
S01012734,South Lanarkshire,35
S01012735,South Lanarkshire,99
S01012736,South Lanarkshire,125
S01012737,South Lanarkshire,107
S01012738,South Lanarkshire,118
S01012739,South Lanarkshire,95
S01012740,South Lanarkshire,66
S01012741,South Lanarkshire,86
S01012742,South Lanarkshire,56
S01012743,South Lanarkshire,58
S01012744,South Lanarkshire,65
S01012745,South Lanarkshire,66
S01012746,South Lanarkshire,101
S01012747,South Lanarkshire,64
S01012748,South Lanarkshire,201
S01012749,South Lanarkshire,172
S01012750,South Lanarkshire,129
S01012751,South Lanarkshire,112
S01012752,South Lanarkshire,99
S01012753,South Lanarkshire,195
S01012754,South Lanarkshire,97
S01012755,South Lanarkshire,187
S01012756,South Lanarkshire,131
S01012757,South Lanarkshire,142
S01012758,South Lanarkshire,96
S01012759,South Lanarkshire,141
S01012760,South Lanarkshire,212
S01012761,South Lanarkshire,138
S01012762,South Lanarkshire,123
S01012763,South Lanarkshire,66
S01012764,South Lanarkshire,124
S01012765,South Lanarkshire,130
S01012766,South Lanarkshire,130
S01012767,South Lanarkshire,40
S01012768,South Lanarkshire,63
S01012769,South Lanarkshire,191
S01012770,South Lanarkshire,87
S01012771,South Lanarkshire,74
S01012772,South Lanarkshire,111
S01012773,South Lanarkshire,124
S01012774,South Lanarkshire,165
S01012775,South Lanarkshire,161
S01012776,South Lanarkshire,126
S01012777,South Lanarkshire,68
S01012778,South Lanarkshire,125
S01012779,South Lanarkshire,168
S01012780,South Lanarkshire,121
S01012781,South Lanarkshire,107
S01012782,South Lanarkshire,147
S01012783,South Lanarkshire,129
S01012784,South Lanarkshire,125
S01012785,South Lanarkshire,165
S01012786,South Lanarkshire,163
S01012787,South Lanarkshire,97
S01012788,South Lanarkshire,183
S01012789,South Lanarkshire,135
S01012790,South Lanarkshire,99
S01012791,South Lanarkshire,72
S01012792,South Lanarkshire,195
S01012793,South Lanarkshire,120
S01012794,South Lanarkshire,76
